# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Mar  1 13:35:16 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN st_spectype:    Spectral Type
# COLUMN sy_umag:        u (Sloan) Magnitude
# COLUMN sy_gmag:        g (Sloan) Magnitude
# COLUMN sy_rmag:        r (Sloan) Magnitude
# COLUMN sy_imag:        i (Sloan) Magnitude
# COLUMN sy_zmag:        z (Sloan) Magnitude
#
pl_name,st_spectype,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag
Kepler-1570 b,,,,,,
Kepler-1570 b,,,,,,
Kepler-1570 b,,,,,,
Kepler-1570 b,,,,,,
Kepler-1571 b,,,,,,
Kepler-1571 b,,,,,,
Kepler-1571 b,,,,,,
Kepler-1571 b,,,,,,
Kepler-1571 b,,,,,,
Kepler-1571 b,,,,,,
Kepler-1571 b,,,,,,
Kepler-1571 b,,,,,,
Kepler-1572 b,,,,,,
Kepler-1572 b,,,,,,
Kepler-1572 b,,,,,,
Kepler-1572 b,,,,,,
Kepler-1572 b,,,,,,
Kepler-1572 b,,,,,,
Kepler-1572 b,,,,,,
Kepler-1572 b,,,,,,
Kepler-1573 b,,,,,,
Kepler-1573 b,,,,,,
Kepler-1573 b,,,,,,
Kepler-1573 b,,,,,,
Kepler-1573 b,,,,,,
Kepler-1573 b,,,,,,
Kepler-1573 b,,,,,,
Kepler-1573 b,,,,,,
Kepler-1574 b,,,,,,
Kepler-1574 b,,,,,,
Kepler-1574 b,,,,,,
Kepler-1574 b,,,,,,
Kepler-1574 b,,,,,,
Kepler-1574 b,,,,,,
Kepler-1574 b,,,,,,
Kepler-1574 b,,,,,,
Kepler-1575 b,,,,,,
Kepler-1575 b,,,,,,
Kepler-1575 b,,,,,,
Kepler-1575 b,,,,,,
Kepler-1575 b,,,,,,
Kepler-1575 b,,,,,,
Kepler-1575 b,,,,,,
Kepler-1575 b,,,,,,
Kepler-1576 b,,,,,,
Kepler-1576 b,,,,,,
Kepler-1576 b,,,,,,
Kepler-1576 b,,,,,,
Kepler-1576 b,,,,,,
Kepler-1576 b,,,,,,
Kepler-1576 b,,,,,,
Kepler-1576 b,,,,,,
Kepler-1577 b,,,,,,
Kepler-1577 b,,,,,,
Kepler-1577 b,,,,,,
Kepler-1577 b,,,,,,
Kepler-1577 b,,,,,,
Kepler-1577 b,,,,,,
Kepler-1577 b,,,,,,
Kepler-1577 b,,,,,,
Kepler-1578 b,,,,,,
Kepler-1578 b,,,,,,
Kepler-1578 b,,,,,,
Kepler-1578 b,,,,,,
Kepler-1578 b,,,,,,
Kepler-1578 b,,,,,,
Kepler-1578 b,,,,,,
Kepler-1578 b,,,,,,
Kepler-1579 b,,,,,,
Kepler-1579 b,,,,,,
Kepler-1579 b,,,,,,
Kepler-1579 b,,,,,,
Kepler-1579 b,,,,,,
Kepler-1579 b,,,,,,
Kepler-1579 b,,,,,,
Kepler-158 b,,,,,,
Kepler-158 b,,,,,,
Kepler-158 b,,,,,,
Kepler-158 b,,,,,,
Kepler-158 b,,,,,,
Kepler-158 b,,,,,,
Kepler-158 b,,,,,,
Kepler-158 b,,,,,,
Kepler-158 b,,,,,,
Kepler-158 b,,,,,,
Kepler-158 b,,,,,,
Kepler-158 c,,,,,,
Kepler-158 c,,,,,,
Kepler-158 c,,,,,,
Kepler-158 c,,,,,,
Kepler-158 c,,,,,,
Kepler-158 c,,,,,,
Kepler-158 c,,,,,,
Kepler-158 c,,,,,,
Kepler-158 c,,,,,,
Kepler-158 c,,,,,,
Kepler-158 c,,,,,,
Kepler-1580 b,,,,,,
Kepler-1580 b,,,,,,
Kepler-1580 b,,,,,,
Kepler-1580 b,,,,,,
Kepler-1580 b,,,,,,
Kepler-1580 b,,,,,,
Kepler-1580 b,,,,,,
Kepler-1580 b,,,,,,
Kepler-1580 b,,,,,,
Kepler-1581 b,,14.8749000,13.1028000,12.4370000,12.4466000,13.4031000
Kepler-1581 b,,14.8749000,13.1028000,12.4370000,12.4466000,13.4031000
Kepler-1581 b,,14.8749000,13.1028000,12.4370000,12.4466000,13.4031000
Kepler-1581 b,,14.8749000,13.1028000,12.4370000,12.4466000,13.4031000
Kepler-1581 b,,14.8749000,13.1028000,12.4370000,12.4466000,13.4031000
Kepler-1581 b,,14.8749000,13.1028000,12.4370000,12.4466000,13.4031000
Kepler-1581 b,,14.8749000,13.1028000,12.4370000,12.4466000,13.4031000
Kepler-1581 b,,14.8749000,13.1028000,12.4370000,12.4466000,13.4031000
Kepler-1582 b,,,,,,
Kepler-1582 b,,,,,,
Kepler-1582 b,,,,,,
Kepler-1582 b,,,,,,
Kepler-1582 b,,,,,,
Kepler-1582 b,,,,,,
Kepler-1582 b,,,,,,
Kepler-1582 b,,,,,,
Kepler-1583 b,,,,,,
Kepler-1583 b,,,,,,
Kepler-1583 b,,,,,,
Kepler-1583 b,,,,,,
Kepler-1583 b,,,,,,
Kepler-1583 b,,,,,,
Kepler-1583 b,,,,,,
Kepler-1583 b,,,,,,
Kepler-1584 b,,,,,,
Kepler-1584 b,,,,,,
Kepler-1584 b,,,,,,
Kepler-1584 b,,,,,,
Kepler-1584 b,,,,,,
Kepler-1584 b,,,,,,
Kepler-1584 b,,,,,,
Kepler-1584 b,,,,,,
Kepler-1585 b,,,,,,
Kepler-1585 b,,,,,,
Kepler-1585 b,,,,,,
Kepler-1585 b,,,,,,
Kepler-1585 b,,,,,,
Kepler-1585 b,,,,,,
Kepler-1585 b,,,,,,
Kepler-1585 b,,,,,,
Kepler-1586 b,,,,,,
Kepler-1586 b,,,,,,
Kepler-1586 b,,,,,,
Kepler-1586 b,,,,,,
Kepler-1586 b,,,,,,
Kepler-1586 b,,,,,,
Kepler-1586 b,,,,,,
Kepler-1586 b,,,,,,
Kepler-1587 b,,,,,,
Kepler-1587 b,,,,,,
Kepler-1587 b,,,,,,
Kepler-1587 b,,,,,,
Kepler-1587 b,,,,,,
Kepler-1587 b,,,,,,
Kepler-1587 b,,,,,,
Kepler-1587 b,,,,,,
Kepler-1588 b,,,,,,
Kepler-1588 b,,,,,,
Kepler-1588 b,,,,,,
Kepler-1588 b,,,,,,
Kepler-1588 b,,,,,,
Kepler-1588 b,,,,,,
Kepler-1588 b,,,,,,
Kepler-1588 b,,,,,,
Kepler-1589 b,,,,,,
Kepler-1589 b,,,,,,
Kepler-1589 b,,,,,,
Kepler-1589 b,,,,,,
Kepler-1589 b,,,,,,
Kepler-1589 b,,,,,,
Kepler-1589 b,,,,,,
Kepler-159 b,M0 V,,,,,
Kepler-159 b,,,,,,
Kepler-159 b,,,,,,
Kepler-159 b,,,,,,
Kepler-159 b,,,,,,
Kepler-159 b,,,,,,
Kepler-159 b,,,,,,
Kepler-159 b,,,,,,
Kepler-159 b,,,,,,
Kepler-159 b,,,,,,
Kepler-159 b,,,,,,
Kepler-159 b,,,,,,
Kepler-159 c,,,,,,
Kepler-159 c,,,,,,
Kepler-159 c,,,,,,
Kepler-159 c,,,,,,
Kepler-159 c,,,,,,
Kepler-159 c,,,,,,
Kepler-159 c,M0 V,,,,,
Kepler-159 c,,,,,,
Kepler-159 c,,,,,,
Kepler-159 c,,,,,,
Kepler-159 c,,,,,,
Kepler-1590 b,,,,,,
Kepler-1590 b,,,,,,
Kepler-1590 b,,,,,,
Kepler-1590 b,,,,,,
Kepler-1590 b,,,,,,
Kepler-1590 b,,,,,,
Kepler-1590 b,,,,,,
Kepler-1590 b,,,,,,
Kepler-1591 b,,,,,,
Kepler-1591 b,,,,,,
Kepler-1591 b,,,,,,
Kepler-1591 b,,,,,,
Kepler-1591 b,,,,,,
Kepler-1591 b,,,,,,
Kepler-1591 b,,,,,,
Kepler-1592 b,,,,,,
Kepler-1592 b,,,,,,
Kepler-1592 b,,,,,,
Kepler-1592 b,,,,,,
Kepler-1592 b,,,,,,
Kepler-1592 b,,,,,,
Kepler-1592 b,,,,,,
Kepler-1592 b,,,,,,
Kepler-1593 b,,,,,,
Kepler-1593 b,,,,,,
Kepler-1593 b,,,,,,
Kepler-1593 b,,,,,,
Kepler-1593 b,,,,,,
Kepler-1593 b,,,,,,
Kepler-1593 b,,,,,,
Kepler-1593 b,,,,,,
Kepler-1593 b,,,,,,
Kepler-1593 b,,,,,,
Kepler-1594 b,,,,,,
Kepler-1594 b,,,,,,
Kepler-1594 b,,,,,,
Kepler-1594 b,,,,,,
Kepler-1594 b,,,,,,
Kepler-1594 b,,,,,,
Kepler-1594 b,,,,,,
Kepler-1594 b,,,,,,
Kepler-1595 b,,,,,,
Kepler-1595 b,,,,,,
Kepler-1595 b,,,,,,
Kepler-1595 b,,,,,,
Kepler-1595 b,,,,,,
Kepler-1595 b,,,,,,
Kepler-1595 b,,,,,,
Kepler-1595 b,,,,,,
Kepler-1596 b,,,,,,
Kepler-1596 b,,,,,,
Kepler-1596 b,,,,,,
Kepler-1596 b,,,,,,
Kepler-1596 b,,,,,,
Kepler-1596 b,,,,,,
Kepler-1596 b,,,,,,
Kepler-1596 b,,,,,,
Kepler-1596 b,,,,,,
Kepler-1597 b,,,,,,
Kepler-1597 b,,,,,,
Kepler-1597 b,,,,,,
Kepler-1597 b,,,,,,
Kepler-1597 b,,,,,,
Kepler-1597 b,,,,,,
Kepler-1597 b,,,,,,
Kepler-1597 b,,,,,,
Kepler-1598 b,,,,,,
Kepler-1598 b,,,,,,
Kepler-1598 b,,,,,,
Kepler-1598 b,,,,,,
Kepler-1598 b,,,,,,
Kepler-1598 b,,,,,,
Kepler-1598 b,,,,,,
Kepler-1598 b,,,,,,
Kepler-1599 b,,,,,,
Kepler-1599 b,,,,,,
Kepler-1599 b,,,,,,
Kepler-1599 b,,,,,,
Kepler-1599 b,,,,,,
Kepler-1599 b,,,,,,
Kepler-1599 b,,,,,,
Kepler-1599 b,,,,,,
Kepler-1599 b,,,,,,
Kepler-16 b,,,,,,
Kepler-16 b,,,,,,
Kepler-160 b,,,,,,
Kepler-160 b,,,,,,
Kepler-160 b,,,,,,
Kepler-160 b,,,,,,
Kepler-160 b,,,,,,
Kepler-160 b,,,,,,
Kepler-160 b,,,,,,
Kepler-160 b,,,,,,
Kepler-160 b,,,,,,
Kepler-160 b,,,,,,
Kepler-160 b,,,,,,
Kepler-160 b,,,,,,
Kepler-160 c,,,,,,
Kepler-160 c,,,,,,
Kepler-160 c,,,,,,
Kepler-160 c,,,,,,
Kepler-160 c,,,,,,
Kepler-160 c,,,,,,
Kepler-160 c,,,,,,
Kepler-160 c,,,,,,
Kepler-160 c,,,,,,
Kepler-160 c,,,,,,
Kepler-160 c,,,,,,
Kepler-160 d,,,,,,
Kepler-1600 b,,,,,,
Kepler-1600 b,,,,,,
Kepler-1600 b,,,,,,
Kepler-1600 b,,,,,,
Kepler-1600 b,,,,,,
Kepler-1600 b,,,,,,
Kepler-1600 c,,,,,,
Kepler-1600 c,,,,,,
Kepler-1600 c,,,,,,
Kepler-1600 c,,,,,,
Kepler-1600 c,,,,,,
Kepler-1600 c,,,,,,
Kepler-1601 b,,,,,,
Kepler-1601 b,,,,,,
Kepler-1601 b,,,,,,
Kepler-1601 b,,,,,,
Kepler-1601 b,,,,,,
Kepler-1601 b,,,,,,
Kepler-1601 b,,,,,,
Kepler-1601 b,,,,,,
Kepler-1602 b,,,,,,
Kepler-1602 b,,,,,,
Kepler-1602 b,,,,,,
Kepler-1602 b,,,,,,
Kepler-1602 b,,,,,,
Kepler-1602 b,,,,,,
Kepler-1602 b,,,,,,
Kepler-1602 b,,,,,,
Kepler-1603 b,,,,,,
Kepler-1603 b,,,,,,
Kepler-1603 b,,,,,,
Kepler-1603 b,,,,,,
Kepler-1603 b,,,,,,
Kepler-1603 b,,,,,,
Kepler-1603 b,,,,,,
Kepler-1603 b,,,,,,
Kepler-1604 b,,,,,,
Kepler-1604 b,,,,,,
Kepler-1604 b,,,,,,
Kepler-1604 b,,,,,,
Kepler-1604 b,,,,,,
Kepler-1604 b,,,,,,
Kepler-1604 b,,,,,,
Kepler-1605 b,,,,,,
Kepler-1605 b,,,,,,
Kepler-1605 b,,,,,,
Kepler-1605 b,,,,,,
Kepler-1605 b,,,,,,
Kepler-1605 b,,,,,,
Kepler-1605 b,,,,,,
Kepler-1605 b,,,,,,
Kepler-1605 b,,,,,,
Kepler-1606 b,,,,,,
Kepler-1606 b,,,,,,
Kepler-1606 b,,,,,,
Kepler-1606 b,,,,,,
Kepler-1606 b,,,,,,
Kepler-1606 b,,,,,,
Kepler-1606 b,,,,,,
Kepler-1606 b,,,,,,
Kepler-1606 b,,,,,,
Kepler-1606 b,,,,,,
Kepler-1607 b,,,,,,
Kepler-1607 b,,,,,,
Kepler-1607 b,,,,,,
Kepler-1607 b,,,,,,
Kepler-1607 b,,,,,,
Kepler-1607 b,,,,,,
Kepler-1607 b,,,,,,
Kepler-1608 b,,,,,,
Kepler-1608 b,,,,,,
Kepler-1608 b,,,,,,
Kepler-1608 b,,,,,,
Kepler-1608 b,,,,,,
Kepler-1608 b,,,,,,
Kepler-1608 b,,,,,,
Kepler-1609 b,,,,,,
Kepler-1609 b,,,,,,
Kepler-1609 b,,,,,,
Kepler-1609 b,,,,,,
Kepler-1609 b,,,,,,
Kepler-1609 b,,,,,,
Kepler-1609 b,,,,,,
Kepler-1609 b,,,,,,
Kepler-1609 b,,,,,,
Kepler-161 b,,,,,,
Kepler-161 b,,,,,,
Kepler-161 b,,,,,,
Kepler-161 b,,,,,,
Kepler-161 b,,,,,,
Kepler-161 b,,,,,,
Kepler-161 b,,,,,,
Kepler-161 b,,,,,,
Kepler-161 b,,,,,,
Kepler-161 b,,,,,,
Kepler-161 b,,,,,,
Kepler-161 b,,,,,,
Kepler-161 c,,,,,,
Kepler-161 c,,,,,,
Kepler-161 c,,,,,,
Kepler-161 c,,,,,,
Kepler-161 c,,,,,,
Kepler-161 c,,,,,,
Kepler-161 c,,,,,,
Kepler-161 c,,,,,,
Kepler-161 c,,,,,,
Kepler-161 c,,,,,,
Kepler-161 c,,,,,,
Kepler-1610 b,,,,,,
Kepler-1610 b,,,,,,
Kepler-1610 b,,,,,,
Kepler-1610 b,,,,,,
Kepler-1610 b,,,,,,
Kepler-1610 b,,,,,,
Kepler-1610 b,,,,,,
Kepler-1610 b,,,,,,
Kepler-1610 c,,,,,,
Kepler-1610 c,,,,,,
Kepler-1610 c,,,,,,
Kepler-1610 c,,,,,,
Kepler-1610 c,,,,,,
Kepler-1610 c,,,,,,
Kepler-1610 c,,,,,,
Kepler-1611 b,,,,,,
Kepler-1611 b,,,,,,
Kepler-1611 b,,,,,,
Kepler-1611 b,,,,,,
Kepler-1611 b,,,,,,
Kepler-1611 b,,,,,,
Kepler-1611 b,,,,,,
Kepler-1612 b,,,,,,
Kepler-1612 b,,,,,,
Kepler-1612 b,,,,,,
Kepler-1612 b,,,,,,
Kepler-1612 b,,,,,,
Kepler-1612 b,,,,,,
Kepler-1612 b,,,,,,
Kepler-1612 b,,,,,,
Kepler-1613 b,,,,,,
Kepler-1613 b,,,,,,
Kepler-1613 b,,,,,,
Kepler-1613 b,,,,,,
Kepler-1613 b,,,,,,
Kepler-1613 b,,,,,,
Kepler-1613 b,,,,,,
Kepler-1613 b,,,,,,
Kepler-1613 b,,,,,,
Kepler-1614 b,,,,,,
Kepler-1614 b,,,,,,
Kepler-1614 b,,,,,,
Kepler-1614 b,,,,,,
Kepler-1614 b,,,,,,
Kepler-1614 b,,,,,,
Kepler-1614 b,,,,,,
Kepler-1614 b,,,,,,
Kepler-1615 b,,,,,,
Kepler-1615 b,,,,,,
Kepler-1615 b,,,,,,
Kepler-1615 b,,,,,,
Kepler-1615 b,,,,,,
Kepler-1615 b,,,,,,
Kepler-1615 b,,,,,,
Kepler-1615 b,,,,,,
Kepler-1616 b,,,,,,
Kepler-1616 b,,,,,,
Kepler-1616 b,,,,,,
Kepler-1616 b,,,,,,
Kepler-1616 b,,,,,,
Kepler-1616 b,,,,,,
Kepler-1616 b,,,,,,
Kepler-1616 b,,,,,,
Kepler-1617 b,,,,,,
Kepler-1617 b,,,,,,
Kepler-1617 b,,,,,,
Kepler-1617 b,,,,,,
Kepler-1617 b,,,,,,
Kepler-1617 b,,,,,,
Kepler-1617 b,,,,,,
Kepler-1617 b,,,,,,
Kepler-1618 b,,,,,,
Kepler-1618 b,,,,,,
Kepler-1618 b,,,,,,
Kepler-1618 b,,,,,,
Kepler-1618 b,,,,,,
Kepler-1618 b,,,,,,
Kepler-1618 b,,,,,,
Kepler-1618 b,,,,,,
Kepler-1619 b,,,,,,
Kepler-1619 b,,,,,,
Kepler-1619 b,,,,,,
Kepler-1619 b,,,,,,
Kepler-1619 b,,,,,,
Kepler-1619 b,,,,,,
Kepler-1619 b,,,,,,
Kepler-1619 b,,,,,,
Kepler-162 b,,,,,,
Kepler-162 b,,,,,,
Kepler-162 b,,,,,,
Kepler-162 b,,,,,,
Kepler-162 b,,,,,,
Kepler-162 b,,,,,,
Kepler-162 b,,,,,,
Kepler-162 b,,,,,,
Kepler-162 b,,,,,,
Kepler-162 b,,,,,,
Kepler-162 c,,,,,,
Kepler-162 c,,,,,,
Kepler-162 c,,,,,,
Kepler-162 c,,,,,,
Kepler-162 c,,,,,,
Kepler-162 c,,,,,,
Kepler-162 c,,,,,,
Kepler-162 c,,,,,,
Kepler-162 c,,,,,,
Kepler-162 c,,,,,,
Kepler-162 c,,,,,,
Kepler-1620 b,,,,,,
Kepler-1620 b,,,,,,
Kepler-1620 b,,,,,,
Kepler-1620 b,,,,,,
Kepler-1620 b,,,,,,
Kepler-1620 b,,,,,,
Kepler-1620 b,,,,,,
Kepler-1620 b,,,,,,
Kepler-1621 b,,,,,,
Kepler-1621 b,,,,,,
Kepler-1621 b,,,,,,
Kepler-1621 b,,,,,,
Kepler-1621 b,,,,,,
Kepler-1621 b,,,,,,
Kepler-1621 b,,,,,,
Kepler-1621 b,,,,,,
Kepler-1621 b,,,,,,
Kepler-1622 b,,,,,,
Kepler-1622 b,,,,,,
Kepler-1622 b,,,,,,
Kepler-1622 b,,,,,,
Kepler-1622 b,,,,,,
Kepler-1622 b,,,,,,
Kepler-1622 b,,,,,,
Kepler-1622 b,,,,,,
Kepler-1623 b,,,,,,
Kepler-1623 b,,,,,,
Kepler-1623 b,,,,,,
Kepler-1623 b,,,,,,
Kepler-1623 b,,,,,,
Kepler-1623 b,,,,,,
Kepler-1623 b,,,,,,
Kepler-1623 b,,,,,,
Kepler-1624 b,,19.9570000,17.3562000,15.9936000,14.9626000,14.4495000
Kepler-1624 b,,19.9570000,17.3562000,15.9936000,14.9626000,14.4495000
Kepler-1624 b,,19.9570000,17.3562000,15.9936000,14.9626000,14.4495000
Kepler-1624 b,,19.9570000,17.3562000,15.9936000,14.9626000,14.4495000
Kepler-1624 b,,19.9570000,17.3562000,15.9936000,14.9626000,14.4495000
Kepler-1624 b,,19.9570000,17.3562000,15.9936000,14.9626000,14.4495000
Kepler-1624 b,,19.9570000,17.3562000,15.9936000,14.9626000,14.4495000
Kepler-1624 b,,19.9570000,17.3562000,15.9936000,14.9626000,14.4495000
Kepler-1624 b,,19.9570000,17.3562000,15.9936000,14.9626000,14.4495000
Kepler-1625 b,,,,,,
Kepler-1625 b,,,,,,
Kepler-1625 b,,,,,,
Kepler-1625 b,,,,,,
Kepler-1625 b,,,,,,
Kepler-1625 b,,,,,,
Kepler-1625 b,,,,,,
Kepler-1626 b,,,,,,
Kepler-1626 b,,,,,,
Kepler-1626 b,,,,,,
Kepler-1626 b,,,,,,
Kepler-1626 b,,,,,,
Kepler-1626 b,,,,,,
Kepler-1626 b,,,,,,
Kepler-1627 b,,,,,,
Kepler-1627 b,,,,,,
Kepler-1627 b,,,,,,
Kepler-1627 b,,,,,,
Kepler-1627 b,,,,,,
Kepler-1627 b,,,,,,
Kepler-1627 b,,,,,,
Kepler-1628 b,,,,,,
Kepler-1628 b,,,,,,
Kepler-1628 b,,,,,,
Kepler-1628 b,,,,,,
Kepler-1628 b,,,,,,
Kepler-1628 b,,,,,,
Kepler-1629 b,,,,,,
Kepler-1629 b,,,,,,
Kepler-1629 b,,,,,,
Kepler-1629 b,,,,,,
Kepler-1629 b,,,,,,
Kepler-1629 b,,,,,,
Kepler-163 b,,,,,,
Kepler-163 b,,,,,,
Kepler-163 b,,,,,,
Kepler-163 b,,,,,,
Kepler-163 b,,,,,,
Kepler-163 b,,,,,,
Kepler-163 b,,,,,,
Kepler-163 b,,,,,,
Kepler-163 b,,,,,,
Kepler-163 b,,,,,,
Kepler-163 c,,,,,,
Kepler-163 c,,,,,,
Kepler-163 c,,,,,,
Kepler-163 c,,,,,,
Kepler-163 c,,,,,,
Kepler-163 c,,,,,,
Kepler-163 c,,,,,,
Kepler-163 c,,,,,,
Kepler-163 c,,,,,,
Kepler-163 c,,,,,,
Kepler-163 c,,,,,,
Kepler-1630 b,,,,,,
Kepler-1630 b,,,,,,
Kepler-1630 b,,,,,,
Kepler-1630 b,,,,,,
Kepler-1631 b,,,,,,
Kepler-1631 b,,,,,,
Kepler-1631 b,,,,,,
Kepler-1631 b,,,,,,
Kepler-1631 b,,,,,,
Kepler-1631 b,,,,,,
Kepler-1632 b,,,,,,
Kepler-1632 b,,,,,,
Kepler-1632 b,,,,,,
Kepler-1632 b,,,,,,
Kepler-1632 b,,,,,,
Kepler-1632 b,,,,,,
Kepler-1633 b,,,,,,
Kepler-1633 b,,,,,,
Kepler-1633 b,,,,,,
Kepler-1633 b,,,,,,
Kepler-1633 b,,,,,,
Kepler-1633 b,,,,,,
Kepler-1633 b,,,,,,
Kepler-1633 b,,,,,,
Kepler-1634 b,,,,,,
Kepler-1634 b,,,,,,
Kepler-1634 b,,,,,,
Kepler-1634 b,,,,,,
Kepler-1634 b,,,,,,
Kepler-1634 b,,,,,,
Kepler-1635 b,,,,,,
Kepler-1635 b,,,,,,
Kepler-1635 b,,,,,,
Kepler-1635 b,,,,,,
Kepler-1635 b,,,,,,
Kepler-1635 b,,,,,,
Kepler-1636 b,,,,,,
Kepler-1636 b,,,,,,
Kepler-1636 b,,,,,,
Kepler-1636 b,,,,,,
Kepler-1636 b,,,,,,
Kepler-1636 b,,,,,,
Kepler-1637 b,,,,,,
Kepler-1637 b,,,,,,
Kepler-1637 b,,,,,,
Kepler-1637 b,,,,,,
Kepler-1637 b,,,,,,
Kepler-1637 b,,,,,,
Kepler-1638 b,,,,,,
Kepler-1638 b,,,,,,
Kepler-1638 b,,,,,,
Kepler-1638 b,,,,,,
Kepler-1638 b,,,,,,
Kepler-1638 b,,,,,,
Kepler-1638 b,,,,,,
Kepler-1638 b,,,,,,
Kepler-1638 b,,,,,,
Kepler-1639 b,,,,,,
Kepler-1639 b,,,,,,
Kepler-1639 b,,,,,,
Kepler-1639 b,,,,,,
Kepler-1639 b,,,,,,
Kepler-1639 b,,,,,,
Kepler-1639 b,,,,,,
Kepler-1639 b,,,,,,
Kepler-164 b,,,,,,
Kepler-164 b,,,,,,
Kepler-164 b,,,,,,
Kepler-164 b,,,,,,
Kepler-164 b,,,,,,
Kepler-164 b,,,,,,
Kepler-164 b,,,,,,
Kepler-164 b,,,,,,
Kepler-164 b,,,,,,
Kepler-164 b,,,,,,
Kepler-164 c,,,,,,
Kepler-164 c,,,,,,
Kepler-164 c,,,,,,
Kepler-164 c,,,,,,
Kepler-164 c,,,,,,
Kepler-164 c,,,,,,
Kepler-164 c,,,,,,
Kepler-164 c,,,,,,
Kepler-164 c,,,,,,
Kepler-164 c,,,,,,
Kepler-164 c,,,,,,
Kepler-164 d,,,,,,
Kepler-164 d,,,,,,
Kepler-164 d,,,,,,
Kepler-164 d,,,,,,
Kepler-164 d,,,,,,
Kepler-164 d,,,,,,
Kepler-164 d,,,,,,
Kepler-164 d,,,,,,
Kepler-164 d,,,,,,
Kepler-164 d,,,,,,
Kepler-164 d,,,,,,
Kepler-164 e,,,,,,
Kepler-164 e,,,,,,
Kepler-164 e,,,,,,
Kepler-164 e,,,,,,
Kepler-164 e,,,,,,
Kepler-164 e,,,,,,
Kepler-164 e,,,,,,
Kepler-164 e,,,,,,
Kepler-1640 b,,,,,,
Kepler-1640 b,,,,,,
Kepler-1640 b,,,,,,
Kepler-1640 b,,,,,,
Kepler-1640 b,,,,,,
Kepler-1640 b,,,,,,
Kepler-1641 b,,,,,,
Kepler-1641 b,,,,,,
Kepler-1641 b,,,,,,
Kepler-1641 b,,,,,,
Kepler-1641 b,,,,,,
Kepler-1641 b,,,,,,
Kepler-1641 b,,,,,,
Kepler-1641 c,,,,,,
Kepler-1641 c,,,,,,
Kepler-1641 c,,,,,,
Kepler-1641 c,,,,,,
Kepler-1641 c,,,,,,
Kepler-1641 c,,,,,,
Kepler-1641 c,,,,,,
Kepler-1642 b,,,,,,
Kepler-1642 b,,,,,,
Kepler-1642 b,,,,,,
Kepler-1642 b,,,,,,
Kepler-1642 b,,,,,,
Kepler-1642 b,,,,,,
Kepler-1642 b,,,,,,
Kepler-1642 c,,,,,,
Kepler-1642 c,,,,,,
Kepler-1642 c,,,,,,
Kepler-1642 c,,,,,,
Kepler-1642 c,,,,,,
Kepler-1642 c,,,,,,
Kepler-1642 c,,,,,,
Kepler-1643 b,,,,,,
Kepler-1643 b,,,,,,
Kepler-1643 b,,,,,,
Kepler-1643 b,,,,,,
Kepler-1643 b,,,,,,
Kepler-1643 b,,,,,,
Kepler-1643 b,,,,,,
Kepler-1643 b,,,,,,
Kepler-1644 b,,,,,,
Kepler-1644 b,,,,,,
Kepler-1644 b,,,,,,
Kepler-1644 b,,,,,,
Kepler-1644 b,,,,,,
Kepler-1645 b,,,,,,
Kepler-1645 b,,,,,,
Kepler-1645 b,,,,,,
Kepler-1645 b,,,,,,
Kepler-1645 b,,,,,,
Kepler-1645 b,,,,,,
Kepler-1645 b,,,,,,
Kepler-1646 b,,,,,,
Kepler-1646 b,,,,,,
Kepler-1646 b,,,,,,
Kepler-1646 b,,,,,,
Kepler-1646 b,,,,,,
Kepler-1646 b,,,,,,
Kepler-1647 b,,,,,,
Kepler-1649 b,,,,,,
Kepler-1649 b,,,,,,
Kepler-1649 b,,,,,,
Kepler-1649 b,,,,,,
Kepler-1649 b,,,,,,
Kepler-1649 b,,,,,,
Kepler-1649 b,,,,,,
Kepler-1649 b,,,,,,
Kepler-1649 c,,,,,,
Kepler-1649 c,,,,,,
Kepler-1649 c,,,,,,
Kepler-165 b,,,,,,
Kepler-165 b,,,,,,
Kepler-165 b,,,,,,
Kepler-165 b,,,,,,
Kepler-165 b,,,,,,
Kepler-165 b,,,,,,
Kepler-165 b,,,,,,
Kepler-165 b,,,,,,
Kepler-165 b,,,,,,
Kepler-165 b,,,,,,
Kepler-165 b,,,,,,
Kepler-165 c,,,,,,
Kepler-165 c,,,,,,
Kepler-165 c,,,,,,
Kepler-165 c,,,,,,
Kepler-165 c,,,,,,
Kepler-165 c,,,,,,
Kepler-165 c,,,,,,
Kepler-165 c,,,,,,
Kepler-165 c,,,,,,
Kepler-165 c,,,,,,
Kepler-165 c,,,,,,
Kepler-1650 b,,,,,,
Kepler-1650 b,,,,,,
Kepler-1650 b,,,,,,
Kepler-1650 b,,,,,,
Kepler-1650 b,,,,,,
Kepler-1650 b,,,,,,
Kepler-1650 b,,,,,,
Kepler-1650 b,,,,,,
Kepler-1650 b,,,,,,
Kepler-1651 b,,,,,,
Kepler-1651 b,,,,,,
Kepler-1651 b,,,,,,
Kepler-1651 b,,,,,,
Kepler-1651 b,,,,,,
Kepler-1651 b,,,,,,
Kepler-1651 b,,,,,,
Kepler-1651 b,,,,,,
Kepler-1652 b,,,,,,
Kepler-1652 b,,,,,,
Kepler-1652 b,,,,,,
Kepler-1652 b,,,,,,
Kepler-1652 b,,,,,,
